StudyHours,Attendance,InternalMarks,PreviousScore,TotalMarks,Result
9.03,64.51,10.99,51.2,122.07,1
5.49,44.59,26.73,49.16,115.45,1
7.22,41.4,11.29,52.23,102.93,1
2.9,32.96,27.75,66.19,105.3,1
4.74,69.12,12.51,74.28,111.99,1
1.67,68.12,11.31,80.94,94.7,1
2.46,44.37,21.26,51.93,90.36,1
0.51,78.67,20.05,45.44,87.32,1
0.87,81.88,19.82,88.83,112.12,1
9.78,48.14,21.49,36.23,128.29,1
2.8,54.09,15.74,35.54,79.82,1
6.8,99.33,23.26,70.08,150.46,1
8.47,56.2,20.05,32.58,119.67,1
5.73,83.26,16.69,47.96,116.7,1
1.95,61.69,26.53,40.47,96.41,1
7.42,85.53,24.55,31.81,131.46,1
6.2,83.83,17.87,60.58,127.83,1
7.45,76.74,26.95,46.15,138.9,1
7.81,89.83,28.41,52.36,151.59,1
9.77,95.75,20.74,33.71,144.88,1
5.95,70.6,14.3,73.75,122.26,1
3.75,46.62,28.32,42.03,104.64,1
6.66,57.9,13.79,43.99,105.8,1
1.15,83.08,10.97,37.65,75.41,1
9.03,75.56,16.55,50.41,134.43,1
1.63,42.45,24.54,52.45,89.8,1
3.61,33.59,28.47,57.08,106.34,1
8.25,77.81,22.75,87.73,158.61,1
6.17,47.58,29.04,83.33,141.28,1
4.24,64.98,11.85,62.66,100.54,1
5.0,82.27,11.22,22.72,91.1,1
8.62,69.39,22.08,62.86,144.03,1
3.73,35.83,29.32,26.28,93.83,1
8.76,42.99,20.05,69.72,134.69,1
1.34,45.35,11.03,47.31,66.38,1
7.88,48.05,14.42,78.64,127.45,1
8.55,69.58,14.9,85.98,144.47,1
2.23,65.28,16.76,49.2,89.23,1
4.59,44.22,10.87,52.24,87.65,1
2.07,34.73,28.1,61.31,99.12,1
7.21,42.0,20.31,33.8,107.43,1
5.59,98.91,23.42,84.91,150.69,1
6.54,62.8,11.34,50.31,106.52,1
2.37,90.71,11.08,31.68,82.96,1
2.51,89.41,21.73,73.39,120.11,1
0.89,65.81,27.75,35.34,90.96,1
3.56,79.47,20.57,30.05,99.03,1
5.82,43.49,27.56,59.4,123.36,1
8.65,78.19,26.22,67.0,156.01,1
6.84,49.07,11.52,59.87,107.88,1
4.64,88.24,14.04,65.96,117.18,1
9.55,35.86,23.15,28.09,120.41,1
7.33,84.12,18.87,53.32,132.59,1
9.34,37.0,15.81,44.99,117.05,1
5.51,91.68,18.37,88.14,141.36,1
2.96,51.29,18.9,23.47,78.36,1
1.0,75.81,28.21,40.88,99.08,1
7.4,64.13,12.07,85.93,131.12,1
1.65,55.64,15.59,88.84,99.96,1
3.38,75.18,20.75,77.74,120.35,1
5.56,96.33,23.97,25.32,120.51,1
5.86,32.89,22.61,59.29,111.88,1
6.21,94.32,28.83,48.01,142.24,1
2.08,72.64,25.91,76.45,118.63,1
4.11,86.51,21.14,23.85,102.9,1
6.36,56.87,14.29,33.8,99.24,1
9.71,63.03,19.02,54.24,139.12,1
7.41,90.82,23.87,31.04,132.11,1
9.26,59.04,26.76,68.49,153.56,1
7.74,67.43,29.19,77.45,155.92,1
6.12,31.41,22.11,69.32,117.11,1
2.32,41.1,20.54,50.82,86.58,1
6.83,74.92,10.35,81.49,127.22,1
6.42,80.19,11.44,29.64,102.58,1
6.22,70.78,13.12,38.22,104.42,1
5.15,40.03,11.1,54.27,90.7,1
5.52,61.18,18.02,24.29,96.77,1
3.68,54.86,16.74,26.7,82.48,1
5.43,64.7,22.75,47.82,116.5,1
2.38,90.92,20.71,86.07,124.75,1
8.15,84.31,21.92,83.59,157.3,1
2.26,35.88,19.44,52.62,83.38,1
1.31,92.32,15.55,29.95,83.09,1
4.64,63.02,29.06,32.47,112.87,1
6.75,82.07,11.73,46.43,114.14,1
4.66,39.8,28.78,34.71,104.41,1
3.13,76.95,16.22,25.81,86.8,1
5.8,46.54,20.25,67.16,117.37,1
3.8,60.69,12.18,60.7,95.7,1
9.36,31.18,11.42,40.39,105.96,1
9.27,40.61,18.59,74.53,137.01,1
5.27,36.45,24.83,74.32,120.6,1
3.61,46.78,15.39,54.37,90.64,1
7.5,37.0,21.25,26.76,105.06,1
0.85,78.43,15.57,84.29,101.97,1
5.01,32.03,17.77,66.81,102.93,1
3.7,73.24,28.13,37.29,112.34,1
9.25,39.85,27.12,62.73,143.49,1
0.61,96.16,20.32,48.35,96.78,1
5.75,95.32,14.76,64.47,127.0,1
7.54,45.79,13.86,53.17,110.93,1
5.11,73.01,29.08,53.98,130.47,1
1.31,31.96,14.05,71.51,77.47,1
9.74,95.23,26.16,62.96,167.25,1
5.42,66.61,17.38,25.6,98.03,1
6.33,33.03,29.71,24.58,108.05,1
2.75,53.97,17.36,41.35,84.8,1
5.09,35.38,17.03,50.12,95.3,1
4.58,57.51,22.75,39.27,104.24,1
1.21,76.89,29.23,65.6,114.66,1
1.51,62.89,29.52,33.66,95.33,1
8.46,56.86,24.14,69.29,144.36,1
2.78,38.34,25.09,74.12,106.71,1
2.35,47.15,21.27,28.7,79.22,1
5.3,37.01,25.12,65.56,117.06,1
7.8,86.52,27.2,87.3,165.86,1
1.09,39.47,19.72,33.5,68.66,1
5.98,71.68,22.4,83.65,139.98,1
1.63,53.99,20.75,62.42,93.71,1
0.85,45.82,21.25,61.37,85.99,1
1.0,74.76,27.8,23.63,89.42,1
8.42,61.99,17.11,72.38,137.17,1
1.62,58.01,14.16,53.48,80.9,1
0.93,71.5,19.13,70.48,98.12,1
4.66,64.39,14.16,76.64,113.28,1
8.52,51.24,19.97,56.67,129.91,1
2.99,69.13,28.07,38.46,106.93,1
4.51,76.86,22.35,29.91,106.28,1
0.88,31.87,27.11,31.24,74.31,1
4.77,62.61,13.32,80.69,113.99,1
5.99,34.04,28.02,28.65,105.91,1
5.92,43.05,22.04,46.93,109.26,1
3.66,69.24,10.64,43.4,87.32,1
3.5,90.63,22.66,80.58,131.53,1
1.51,91.8,29.03,53.44,116.04,1
3.98,34.9,11.58,89.75,100.08,1
1.45,59.34,21.65,71.59,100.71,1
7.78,70.81,28.31,79.56,157.25,1
9.68,40.29,10.19,26.91,102.94,1
9.72,83.58,22.62,37.72,144.54,1
8.72,82.1,19.5,29.48,129.15,1
6.21,93.23,16.94,52.45,126.19,1
7.16,30.59,22.55,70.28,124.16,1
3.21,45.17,11.05,31.83,69.82,1
6.49,87.9,25.06,29.11,126.24,1
4.83,76.94,10.09,63.02,106.4,1
5.08,92.61,16.14,36.12,109.79,1
7.7,34.0,20.08,53.55,116.7,1
3.18,71.79,17.54,23.58,85.9,1
3.52,69.83,16.15,67.64,107.1,1
9.28,32.5,26.62,57.89,137.55,1
1.03,65.95,28.7,65.32,108.27,1
5.11,72.67,27.47,39.28,120.57,1
9.17,43.39,20.45,39.5,122.8,1
6.3,49.13,27.68,76.1,137.02,1
5.69,74.82,28.42,70.3,141.85,1
2.87,62.78,18.18,60.58,99.89,1
3.76,90.06,15.67,63.97,114.07,1
8.59,53.97,11.97,26.58,104.37,1
5.81,48.67,19.58,79.93,123.66,1
5.39,98.94,28.93,73.89,152.26,1
1.45,93.78,21.22,61.33,108.71,1
0.65,32.03,23.35,84.3,93.89,1
9.66,83.95,12.26,31.8,125.83,1
4.08,37.72,12.87,68.07,92.91,1
6.23,31.92,19.29,87.41,122.79,1
1.26,49.16,29.03,41.7,91.62,1
6.99,48.85,17.22,21.07,97.84,1
9.36,87.35,27.55,71.44,168.14,1
5.97,79.75,12.41,20.49,96.58,1
1.7,98.71,22.34,81.08,123.73,1
6.03,79.81,22.01,23.94,113.09,1
7.78,59.28,27.2,65.69,144.04,1
4.36,78.92,10.07,46.4,96.03,1
8.86,99.96,13.8,34.23,130.96,1
6.66,79.71,14.39,82.88,134.87,1
9.04,83.32,29.0,72.24,167.19,1
6.42,95.69,13.07,43.83,118.32,1
1.75,37.96,10.74,39.89,61.74,1
3.44,79.33,20.69,71.52,119.17,1
2.42,89.56,20.57,78.56,120.48,1
9.13,96.81,26.88,70.11,168.88,1
7.72,44.77,28.98,64.8,140.1,1
6.93,65.28,20.77,35.95,116.82,1
3.36,77.64,28.6,79.7,133.97,1
2.25,47.32,24.5,72.48,105.42,1
7.69,72.03,15.29,56.21,125.99,1
5.0,48.03,28.57,55.81,119.97,1
2.65,53.34,23.35,59.84,102.18,1
6.36,60.91,18.28,77.98,128.93,1
0.88,67.04,23.6,71.96,103.48,1
3.6,61.46,18.03,79.94,113.2,1
4.95,64.52,12.28,55.51,101.68,1
1.91,50.9,24.38,63.73,100.26,1
9.85,41.13,26.48,79.82,155.18,1
2.49,33.31,24.58,36.26,83.26,1
1.74,43.72,14.58,51.08,75.34,1
2.43,70.74,29.13,63.45,118.3,1
7.81,85.03,10.51,84.06,138.67,1
4.54,41.85,16.65,21.11,79.51,1
5.87,37.6,15.2,34.88,90.5,1
0.7,82.45,10.96,36.41,71.82,1
0.83,51.36,18.11,42.86,74.12,1
4.74,96.6,22.46,39.73,120.64,1
8.26,80.0,27.65,61.31,153.69,1
8.91,52.87,29.79,81.99,160.29,1
1.32,50.27,26.16,64.59,99.56,1
5.61,66.66,19.37,36.91,107.83,1
9.18,35.54,24.47,80.46,146.23,1
4.19,38.24,26.87,64.24,112.86,1
8.38,42.31,19.31,35.33,113.83,1
1.77,84.23,25.7,45.32,105.52,1
9.39,65.97,19.65,75.3,149.85,1
7.64,30.74,17.73,71.73,120.6,1
9.44,77.15,20.52,60.36,148.46,1
6.93,59.66,23.52,30.13,115.79,1
3.95,65.76,24.54,76.23,124.93,1
9.41,44.99,17.13,41.53,120.92,1
3.12,68.62,21.43,74.01,115.32,1
3.66,98.54,28.2,65.33,136.34,1
7.16,35.14,29.53,38.49,120.56,1
7.77,49.87,14.54,34.87,105.81,1
9.33,47.01,13.86,29.16,110.15,1
2.45,47.4,23.53,36.94,87.43,1
8.08,56.51,18.29,31.05,114.04,1
7.52,87.27,10.48,63.19,127.34,1
1.11,93.9,16.94,61.91,100.58,1
4.18,44.16,26.13,61.03,112.45,1
3.19,68.01,25.95,64.93,117.73,1
3.39,74.58,19.89,77.03,118.52,1
9.84,66.53,19.45,83.95,156.8,1
6.61,60.39,21.59,36.13,114.27,1
7.32,43.44,14.39,61.14,113.45,1
9.78,64.18,20.52,25.48,127.87,1
4.08,58.09,10.22,28.41,77.25,1
8.12,85.69,19.51,65.8,145.16,1
4.63,83.45,16.72,54.06,113.27,1
8.76,39.38,23.5,73.08,140.1,1
2.22,36.2,22.77,49.8,86.86,1
9.5,93.57,17.62,28.93,135.32,1
2.58,67.49,10.15,81.04,98.22,1
3.6,90.05,15.05,25.8,93.1,1
7.68,34.07,22.67,33.23,110.33,1
4.24,66.86,11.45,39.39,89.05,1
6.28,67.76,12.15,89.67,127.84,1
4.72,90.25,22.94,49.18,123.42,1
7.55,36.83,25.12,55.12,125.27,1
2.67,46.83,16.43,73.88,96.34,1
1.06,58.46,19.79,64.55,91.7,1
3.35,90.61,28.91,78.9,139.16,1
5.01,95.72,28.91,54.05,138.74,1
2.1,99.49,16.15,88.05,120.65,1
3.87,97.14,26.2,75.78,139.27,1
4.3,30.42,21.88,48.1,94.84,1
1.05,33.34,29.51,46.69,87.25,1
6.04,40.33,19.55,85.06,124.23,1
8.9,54.42,25.49,67.91,147.36,1
1.94,88.09,25.36,63.5,116.67,1
6.18,92.49,19.95,73.05,140.53,1
6.82,43.08,25.91,59.26,126.65,1
4.48,73.38,15.22,31.14,94.63,1
7.16,94.22,12.45,42.35,120.5,1
4.4,62.46,18.5,59.06,108.66,1
5.29,37.25,28.87,21.27,100.58,1
0.57,62.05,20.01,50.61,83.56,1
7.07,56.31,22.71,72.91,135.46,1
6.78,70.44,22.48,31.5,118.33,1
0.86,60.71,12.65,24.52,60.68,1
4.0,31.21,17.81,78.52,102.46,1
9.8,99.58,24.14,63.21,166.45,1
4.5,68.05,29.44,32.36,114.56,1
5.27,63.15,13.36,76.44,115.14,1
9.14,96.82,18.21,66.07,153.92,1
7.31,40.91,11.9,43.39,99.77,1
6.03,43.25,14.85,46.33,98.92,1
8.08,86.56,17.54,30.91,124.87,1
8.71,48.26,20.81,78.47,142.01,1
4.84,85.95,14.61,55.63,113.15,1
5.01,49.01,14.55,58.99,100.98,1
4.17,32.32,25.56,81.84,117.21,1
9.68,66.19,29.25,21.11,138.99,1
7.12,43.77,16.47,24.68,97.27,1
1.29,83.05,23.76,31.31,92.26,1
8.7,74.88,15.16,22.1,115.94,1
5.07,94.65,28.56,66.07,144.16,1
1.15,84.81,23.46,64.37,108.2,1
5.72,42.65,26.05,34.76,107.84,1
4.46,86.01,10.99,30.46,92.88,1
8.84,74.92,21.97,30.2,131.06,1
2.44,76.83,20.55,86.73,119.56,1
8.35,88.26,15.86,68.55,143.47,1
5.8,70.17,15.25,60.98,116.23,1
1.02,62.62,21.6,42.57,84.85,1
9.73,74.56,24.13,50.31,149.55,1
5.37,50.86,10.66,26.26,81.68,1
3.26,42.78,21.35,89.87,113.63,1
4.96,73.16,13.41,72.86,115.57,1
8.65,46.37,12.81,63.5,121.41,1
3.4,35.59,22.46,61.14,98.9,1
2.33,30.04,16.22,55.3,77.98,1
1.73,72.58,18.82,38.02,86.65,1
3.33,55.35,17.2,35.85,85.84,1
7.91,82.66,22.97,58.47,144.21,1
4.98,56.26,19.4,24.91,93.94,1
2.66,64.02,29.27,25.21,98.08,1
2.08,58.5,17.05,59.26,91.08,1
3.66,75.54,24.81,84.39,131.59,1
9.43,54.93,15.15,84.0,143.28,1
3.76,97.46,20.18,20.76,102.19,1
9.89,95.53,21.05,27.52,142.89,1
5.11,89.36,16.58,60.82,121.68,1
2.2,94.42,19.44,79.39,119.82,1
8.97,61.44,15.59,86.81,145.19,1
4.87,67.55,10.12,80.24,111.54,1
7.24,81.95,14.31,67.43,131.4,1
9.85,78.73,24.0,34.04,143.61,1
0.98,92.35,25.42,25.08,93.49,1
1.42,80.14,15.6,23.33,75.64,1
7.34,99.85,18.16,62.85,142.65,1
3.18,54.4,10.75,22.53,68.23,1
2.25,88.31,14.74,71.75,106.81,1
0.87,78.83,25.58,69.87,110.06,1
0.71,78.4,22.12,25.57,81.59,1
7.86,52.81,14.12,83.46,131.19,1
1.78,84.99,15.15,56.54,95.67,1
4.94,93.03,26.34,83.31,148.02,1
6.26,45.3,14.18,83.11,118.5,1
4.57,73.78,16.68,33.79,98.85,1
0.76,57.45,23.29,46.64,85.8,1
7.94,99.27,21.22,29.42,133.89,1
0.6,63.52,19.22,74.25,94.96,1
7.74,45.98,27.99,55.29,134.46,1
8.99,56.73,14.39,85.02,140.73,1
4.61,75.77,24.83,34.58,112.5,1
5.59,35.33,13.18,68.19,101.54,1
5.03,72.25,22.31,89.25,137.17,1
4.2,95.19,27.41,66.58,137.68,1
8.93,89.53,19.16,24.81,130.54,1
8.99,34.74,24.49,61.19,135.17,1
3.69,99.54,26.41,32.59,117.87,1
6.34,78.91,12.72,22.14,99.75,1
9.31,41.36,24.12,43.45,130.31,1
9.64,30.87,28.4,38.63,132.1,1
5.34,41.99,21.53,75.21,118.74,1
4.8,88.67,13.72,46.16,107.93,1
3.15,31.51,12.54,71.31,85.97,1
9.61,46.32,15.19,21.14,109.54,1
1.86,83.01,12.07,21.04,72.99,1
6.01,71.03,20.27,22.05,105.9,1
3.18,84.79,11.39,35.36,87.76,1
3.15,82.23,14.47,46.18,96.59,1
4.35,33.54,18.8,62.55,98.99,1
9.99,92.48,19.48,89.01,170.66,1
1.02,45.89,21.31,44.81,78.85,1
6.0,68.74,24.11,23.9,111.61,1
1.28,75.1,10.94,33.64,70.95,1
1.97,41.8,11.61,82.85,87.38,1
4.68,98.34,11.22,68.96,118.73,1
5.35,64.17,18.46,75.31,123.11,1
2.96,34.03,10.84,28.69,61.98,1
3.51,95.61,24.92,29.45,111.41,1
1.33,71.04,14.46,27.86,72.02,1
3.38,78.94,28.78,80.0,135.03,1
9.68,66.76,19.73,34.7,131.73,1
9.47,88.43,18.93,65.02,153.1,1
3.68,32.32,25.61,56.13,101.49,1
5.92,48.79,24.26,58.11,120.48,1
9.14,62.88,22.15,33.68,130.06,1
0.56,35.36,28.7,64.47,92.79,1
8.2,79.41,18.45,23.02,120.15,1
9.51,57.56,26.17,89.54,164.11,1
1.37,49.09,17.6,21.87,65.19,1
2.03,30.24,26.77,23.51,76.19,1
9.63,80.39,15.19,42.73,134.09,1
5.61,88.37,15.79,78.21,131.8,1
0.63,57.65,23.56,38.0,81.18,1
2.95,69.5,14.25,53.04,93.4,1
4.77,45.94,14.58,21.26,79.5,1
7.08,73.55,16.11,25.52,108.82,1
7.47,30.85,23.58,62.56,123.81,1
9.96,64.21,27.79,33.61,143.93,1
3.23,75.09,23.49,68.6,118.95,1
5.61,94.27,26.56,74.98,148.7,1
5.57,56.69,20.87,79.52,127.16,1
4.35,83.56,11.38,29.37,91.28,1
2.11,71.84,12.01,51.89,85.36,1
9.79,94.89,21.09,86.3,171.48,1
8.61,57.89,16.56,74.05,136.68,1
5.23,52.34,14.41,28.19,88.03,1
6.23,92.1,19.33,55.18,130.8,1
2.66,33.45,23.33,84.57,106.62,1
5.67,39.55,17.7,50.8,101.79,1
7.1,35.77,26.05,78.62,135.29,1
5.39,89.02,24.77,54.71,132.46,1
9.91,30.74,24.7,27.48,122.55,1
6.31,90.32,29.7,30.35,133.71,1
4.02,61.59,15.9,23.27,84.24,1
7.84,30.28,22.89,33.67,110.32,1
2.12,58.12,27.11,82.55,117.91,1
4.15,43.08,21.59,65.51,107.27,1
3.8,73.71,25.79,71.72,126.83,1
4.6,77.56,18.29,63.52,117.82,1
7.93,64.13,21.81,47.06,129.48,1
5.1,32.84,11.11,35.18,77.99,1
8.04,75.93,29.72,84.79,165.59,1
5.98,88.94,26.0,56.04,138.48,1
3.75,80.42,27.38,53.68,122.58,1
8.19,88.1,23.89,89.73,165.08,1
2.76,44.04,13.72,46.88,78.2,1
2.63,92.22,10.62,79.79,108.49,1
5.29,52.55,27.29,80.36,133.88,1
2.98,30.94,17.93,36.29,75.3,1
0.59,89.04,15.28,26.64,75.4,1
6.66,95.93,21.23,88.29,154.32,1
5.36,75.89,18.42,49.81,115.05,1
4.73,46.2,23.03,20.16,91.48,1
9.69,47.62,19.68,54.93,134.17,1
5.93,62.66,23.94,63.35,128.23,1
8.7,92.85,27.07,74.33,167.11,1
1.82,40.47,13.91,86.01,90.98,1
5.91,87.82,16.59,84.06,137.5,1
8.75,50.39,18.74,85.81,143.67,1
6.04,86.6,29.24,22.25,125.86,1
7.32,94.42,17.31,69.82,142.56,1
4.03,59.92,17.62,35.81,92.48,1
1.38,55.55,23.07,33.13,81.67,1
4.85,86.16,18.38,76.02,129.14,1
4.25,67.06,29.02,49.2,120.45,1
8.74,77.91,27.89,84.16,167.52,1
2.82,73.6,20.27,22.97,88.25,1
9.68,40.7,22.9,76.15,146.78,1
9.6,89.14,11.16,29.58,124.79,1
2.85,43.7,23.91,32.36,86.62,1
3.81,95.26,24.14,53.41,123.88,1
9.01,47.54,17.18,47.69,122.69,1
9.68,81.37,14.39,54.03,139.23,1
4.71,49.93,28.3,85.8,133.58,1
3.55,52.24,18.53,66.02,103.0,1
5.5,51.7,23.07,40.32,108.44,1
7.03,82.35,10.67,32.1,107.18,1
3.1,68.98,18.28,49.4,98.31,1
7.5,91.81,26.35,51.61,147.05,1
0.99,51.52,17.75,62.09,84.22,1
0.97,78.44,22.06,38.62,89.6,1
4.17,82.71,14.2,73.73,116.27,1
3.86,40.6,18.33,26.89,80.34,1
3.5,58.04,28.55,59.23,116.66,1
5.16,63.8,21.33,63.65,120.3,1
3.55,54.9,28.04,34.48,102.56,1
2.33,52.55,28.04,77.82,115.97,1
3.44,78.05,28.88,63.08,126.72,1
9.76,45.11,27.91,65.2,151.07,1
4.41,79.66,10.07,54.84,100.85,1
4.72,95.45,28.68,83.67,151.35,1
5.98,69.56,12.75,68.57,117.11,1
9.84,72.8,10.8,46.73,127.72,1
2.8,34.83,11.11,36.7,65.75,1
6.97,90.51,16.98,24.97,115.98,1
7.3,49.98,22.42,31.58,113.21,1
6.27,73.05,18.05,89.49,138.66,1
1.34,98.54,10.51,48.47,87.46,1
6.93,71.69,19.53,82.91,141.01,1
1.11,80.73,18.84,31.94,83.18,1
6.16,61.17,25.14,49.78,124.03,1
7.53,34.23,15.59,87.24,125.88,1
2.5,85.83,14.35,26.38,84.05,1
8.5,32.45,15.12,61.58,117.45,1
0.79,79.05,16.07,84.34,102.64,1
8.52,31.6,21.98,86.48,139.97,1
4.87,90.36,19.43,79.22,134.12,1
2.57,41.03,16.74,79.92,96.9,1
1.77,66.0,17.49,65.65,96.08,1
9.56,71.8,17.42,35.43,129.93,1
1.19,62.03,29.45,71.15,111.7,1
2.39,53.85,14.66,88.49,102.12,1
3.8,62.75,26.36,56.82,115.85,1
6.39,51.8,24.16,38.25,114.42,1
5.68,60.67,10.11,60.14,103.58,1
1.69,55.12,29.86,68.34,111.15,1
3.25,69.63,25.13,34.58,102.34,1
2.77,46.65,23.65,70.34,105.92,1
2.53,99.21,18.11,61.12,112.59,1
4.41,65.06,21.1,62.86,115.56,1
7.19,43.59,15.07,41.42,103.89,1
2.57,63.39,10.71,30.87,72.28,1
3.98,90.65,26.72,63.64,132.04,1
4.21,31.53,27.93,61.04,110.29,1
9.78,77.57,13.25,43.66,131.41,1
9.57,68.36,25.74,40.71,143.73,1
8.1,41.87,24.82,44.31,124.73,1
2.8,87.22,13.57,54.29,99.19,1
1.15,55.82,18.44,88.24,101.01,1
3.51,50.57,18.46,73.45,105.7,1
3.03,87.97,25.2,79.62,130.98,1
5.31,74.7,26.75,55.4,129.56,1
7.89,92.88,11.9,56.83,130.76,1
8.65,74.09,21.26,34.3,130.58,1
8.53,81.86,25.23,70.47,157.0,1
3.92,88.55,25.72,49.51,122.28,1
7.03,33.83,12.96,71.97,111.14,1
3.47,84.32,20.51,48.63,109.63,1
1.08,72.96,27.15,27.6,90.19,1
7.16,34.87,16.37,32.11,97.52,1
0.59,65.6,18.5,76.81,95.94,1
4.39,35.77,26.09,38.1,98.83,1
3.63,81.52,11.79,38.5,91.32,1
7.09,68.26,27.19,85.06,153.16,1
7.78,96.75,16.22,66.03,142.72,1
3.39,42.82,10.03,28.0,66.51,1
8.21,72.42,14.68,30.05,115.27,1
3.29,44.81,11.79,39.07,74.88,1
4.74,72.98,11.85,61.58,106.2,1
7.41,80.59,23.86,72.7,148.84,1
7.08,80.56,14.28,39.21,115.73,1
9.88,87.06,28.69,80.94,177.61,1
2.64,89.75,20.33,27.64,96.05,1
6.79,35.41,19.2,34.53,100.97,1
6.29,54.03,18.69,87.93,131.35,1
9.19,78.1,23.85,29.43,136.87,1
1.99,64.9,19.05,82.17,107.56,1
7.64,43.35,12.57,69.28,116.68,1
5.9,68.69,27.6,25.12,116.84,1
3.11,58.52,18.57,53.86,96.85,1
5.01,57.3,11.48,56.33,98.36,1
3.67,86.68,20.59,85.25,130.2,1
6.0,58.53,22.95,49.48,118.58,1
8.95,31.85,15.51,51.27,115.34,1
5.91,34.06,26.01,27.87,102.03,1
6.5,89.94,23.4,64.74,142.45,1
5.43,97.24,23.01,34.76,123.37,1
0.99,78.19,18.42,25.43,77.56,1
2.71,55.51,29.24,89.78,127.21,1
5.17,95.7,15.48,38.87,111.96,1
3.45,76.4,21.55,29.87,98.52,1
2.23,89.1,16.18,68.96,107.77,1
5.29,83.61,24.9,77.52,141.29,1
3.57,56.54,10.96,24.49,72.72,1
2.95,63.51,10.92,27.38,73.17,1
4.91,43.03,26.22,26.31,99.16,1
1.77,50.44,18.69,23.29,70.48,1
9.31,84.47,16.82,66.16,147.96,1
8.74,92.58,22.15,61.18,153.29,1
7.22,80.71,24.04,66.4,144.86,1
1.51,62.56,14.02,55.4,82.81,1
7.87,36.06,13.71,77.23,120.82,1
8.18,33.99,29.16,58.27,135.55,1
7.79,56.2,21.79,84.31,144.06,1
1.58,62.47,17.8,54.0,88.17,1
6.62,72.64,26.03,75.35,145.5,1
8.43,30.45,20.5,48.52,117.77,1
5.98,99.28,14.83,50.47,123.07,1
6.64,55.48,14.13,79.43,122.94,1
4.85,89.37,17.94,27.54,105.53,1
5.52,67.45,27.2,59.54,130.67,1
0.83,39.13,11.23,70.84,72.9,1
6.57,85.83,14.37,72.53,131.57,1
1.27,79.69,27.86,61.4,111.99,1
4.63,66.92,12.43,51.36,98.87,1
3.28,66.02,22.59,38.25,99.1,1
5.68,36.12,14.27,83.66,111.76,1
1.77,75.91,22.12,45.89,97.11,1
7.07,93.79,17.66,75.93,144.39,1
8.05,36.53,12.03,22.22,92.07,1
2.05,48.45,21.65,36.25,82.28,1
1.49,93.16,23.66,44.19,103.79,1
1.88,49.9,23.61,67.01,100.16,1
8.83,75.78,22.74,42.35,138.58,1
5.52,67.44,20.0,22.9,101.55,1
4.94,71.74,20.39,32.17,105.01,1
1.51,59.11,22.71,38.14,85.84,1
6.67,51.0,23.81,32.32,112.29,1
8.75,33.4,23.1,34.26,117.64,1
8.37,82.1,21.74,73.83,152.58,1
6.45,82.23,13.12,48.84,115.69,1
1.22,76.95,14.21,48.36,83.6,1
1.57,75.05,15.2,87.66,106.07,1
0.97,47.06,28.39,51.27,92.86,1
2.95,31.56,25.19,84.94,110.58,1
1.79,86.61,21.06,40.93,97.44,1
2.97,64.38,15.04,48.04,90.15,1
4.16,51.48,12.22,47.74,87.75,1
9.46,37.14,27.98,58.23,142.7,1
6.3,34.39,27.85,60.9,123.78,1
8.43,54.42,12.21,37.37,109.35,1
7.25,86.33,25.94,75.55,154.72,1
1.57,94.31,18.93,54.76,102.92,1
7.49,92.77,16.48,20.49,117.01,1
3.11,94.4,24.78,61.39,124.28,1
6.57,93.54,22.29,75.86,148.2,1
3.74,66.91,25.6,37.53,106.37,1
9.98,45.36,11.49,22.65,106.58,1
3.0,85.86,16.37,76.5,115.15,1
3.15,44.96,16.39,88.34,105.64,1
9.34,48.7,16.6,25.36,113.1,1
0.73,46.33,20.05,85.66,95.82,1
7.12,66.05,15.66,45.15,115.2,1
7.39,52.53,18.89,85.9,136.64,1
8.45,40.79,17.36,65.42,125.77,1
9.76,61.72,24.71,82.32,161.47,1
9.77,91.17,22.07,75.01,165.7,1
1.12,69.94,23.07,21.96,80.28,1
8.31,91.48,14.21,24.58,120.06,1
6.64,43.71,16.51,56.8,110.49,1
6.65,41.69,10.42,29.07,86.74,1
1.72,70.29,12.17,52.27,82.83,1
6.68,62.43,15.3,86.82,131.41,1
9.83,76.21,11.31,40.63,126.74,1
9.16,85.62,22.05,54.22,149.39,1
4.67,82.59,29.96,46.9,129.45,1
0.88,95.96,12.02,64.09,93.74,1
3.94,57.88,26.42,33.57,103.21,1
8.35,44.45,12.38,38.2,105.55,1
7.16,68.56,23.4,80.11,145.54,1
4.86,37.75,22.86,76.79,116.95,1
1.02,50.22,28.05,75.24,105.9,1
4.56,44.55,12.28,73.96,100.58,1
4.96,57.76,16.31,52.16,103.41,1
9.32,37.79,11.82,71.02,124.28,1
6.59,32.23,18.15,47.1,103.21,1
3.46,75.98,28.23,27.05,107.02,1
5.49,72.72,25.63,47.54,124.24,1
1.13,79.59,24.46,31.11,90.86,1
9.74,76.23,20.66,47.36,143.6,1
3.92,38.0,27.67,40.82,100.64,1
5.04,50.38,18.99,61.94,109.85,1
3.88,39.07,12.99,45.31,81.05,1
6.98,89.01,26.75,69.39,152.3,1
6.79,82.28,15.59,55.85,124.96,1
7.3,44.11,11.07,84.36,120.23,1
3.05,53.89,12.52,26.37,71.82,1
3.5,97.66,22.18,68.14,127.4,1
1.69,71.59,22.14,67.07,105.52,1
6.73,86.08,15.2,86.54,140.88,1
0.88,48.52,24.54,46.01,84.5,1
